"population_urban","population_rural","time_period","nation"
1748439.816221,1072665.304379,31,"Jamaica"
1749401.3049445,1062884.5192555,32,"Jamaica"
1750362.793668,1053103.734132,33,"Jamaica"
1751324.2823915,1043322.9490085,34,"Jamaica"
1752285.771115,1033542.163885,35,"Jamaica"
95114245.64728,24858314.45272,0,"Mexico"
96533002.665824,24681596.214176,1,"Mexico"
97951759.684368,24504877.975632,2,"Mexico"
99370516.702912,24328159.737088,3,"Mexico"
100789273.721456,24151441.498544,4,"Mexico"
102208030.74,23974723.26,5,"Mexico"
103543169.30171,23765358.51829,6,"Mexico"
104878307.86342,23555993.77658,7,"Mexico"
106213446.42513,23346629.03487,8,"Mexico"
107548584.98684,23137264.29316,9,"Mexico"
108883723.54855,22927899.55145,10,"Mexico"
110138256.958213,22660494.3617866,11,"Mexico"
111392790.367877,22393089.1721233,12,"Mexico"
112647323.77754,22125683.98246,13,"Mexico"
113901857.187203,21858278.7927966,14,"Mexico"
115156390.596867,21590873.6031333,15,"Mexico"
116309654.168953,21269794.4310466,16,"Mexico"
117462917.74104,20948715.25896,17,"Mexico"
118616181.313127,20627636.0868733,18,"Mexico"
119769444.885213,20306556.9147867,19,"Mexico"
120922708.4573,19985477.7427,20,"Mexico"
121967891.391618,19618281.5683822,21,"Mexico"
123013074.325936,19251085.3940644,22,"Mexico"
124058257.260253,18883889.2197467,23,"Mexico"
125103440.194571,18516693.0454289,24,"Mexico"
126148623.128889,18149496.8711111,25,"Mexico"
127074969.294639,17743200.6053611,26,"Mexico"
128001315.460389,17336904.3396111,27,"Mexico"
128927661.626139,16930608.0738611,28,"Mexico"
129854007.791889,16524311.8081111,29,"Mexico"
130780353.957639,16118015.5423611,30,"Mexico"
131582086.783558,15680415.6764422,31,"Mexico"
132383819.609477,15242815.8105233,32,"Mexico"
133185552.435396,14805215.9446044,33,"Mexico"
133987285.261314,14367616.0786855,34,"Mexico"
134789018.087233,13930016.2127666,35,"Mexico"
3532228.4889451,2569392.6700549,0,"Nicaragua"
3576916.47646408,2577488.39193592,1,"Nicaragua"
3621604.46398306,2585584.11381694,2,"Nicaragua"
3666292.45150204,2593679.83569796,3,"Nicaragua"
3710980.43902102,2601775.55757898,4,"Nicaragua"
3755668.42654,2609871.27946,5,"Nicaragua"
3794865.9370177,2613687.7191823,6,"Nicaragua"
3834063.4474954,2617504.1589046,7,"Nicaragua"
3873260.9579731,2621320.5986269,8,"Nicaragua"
3912458.4684508,2625137.0383492,9,"Nicaragua"
3951655.9789285,2628953.4780715,10,"Nicaragua"
3986669.7576644,2628627.9135356,11,"Nicaragua"
4021683.5364003,2628302.3489997,12,"Nicaragua"
4056697.3151362,2627976.7844638,13,"Nicaragua"
4091711.0938721,2627651.2199279,14,"Nicaragua"
4126724.872608,2627325.655392,15,"Nicaragua"
4157164.5026349,2623042.2987651,16,"Nicaragua"
4187604.1326618,2618758.9421382,17,"Nicaragua"
4218043.7626887,2614475.5855113,18,"Nicaragua"
4248483.3927156,2610192.2288844,19,"Nicaragua"
4278923.0227425,2605908.8722575,20,"Nicaragua"
4304022.3965364,2597646.8826636,21,"Nicaragua"
4329121.7703303,2589384.8930697,22,"Nicaragua"
4354221.1441242,2581122.9034758,23,"Nicaragua"
4379320.5179181,2572860.9138819,24,"Nicaragua"
4404419.891712,2564598.924288,25,"Nicaragua"
4424487.8078846,2552987.0029154,26,"Nicaragua"
4444555.7240572,2541375.0815428,27,"Nicaragua"
4464623.6402298,2529763.1601702,28,"Nicaragua"
4484691.5564024,2518151.2387976,29,"Nicaragua"
4504759.472575,2506539.317425,30,"Nicaragua"
4519792.6413232,2491980.0250768,31,"Nicaragua"
4534825.8100714,2477420.7327286,32,"Nicaragua"
4549858.9788196,2462861.4403804,33,"Nicaragua"
4564892.1475678,2448302.1480322,34,"Nicaragua"
4579925.316316,2433742.855684,35,"Nicaragua"
2518317.957047,1257271.183953,0,"Panama"
2561643.5062376,1263223.6015624,1,"Panama"
2604969.0554282,1269176.0191718,2,"Panama"
2648294.6046188,1275128.4367812,3,"Panama"
2691620.1538094,1281080.8543906,4,"Panama"
2734945.703,1287033.272,5,"Panama"
2779026.77327644,1289969.96272356,6,"Panama"
2823107.84355289,1292906.65344711,7,"Panama"
2867188.91382933,1295843.34417067,8,"Panama"
2911269.98410578,1298780.03489422,9,"Panama"
2955351.05438222,1301716.72561778,10,"Panama"
2998583.15491076,1302416.23888924,11,"Panama"
3041815.25543929,1303115.75216071,12,"Panama"
3085047.35596782,1303815.26543218,13,"Panama"
3128279.45649636,1304514.77870364,14,"Panama"
3171511.55702489,1305214.29197511,15,"Panama"
3212528.74883431,1303334.63776569,16,"Panama"
3253545.94064373,1301454.98355627,17,"Panama"
3294563.13245316,1299575.32934684,18,"Panama"
3335580.32426258,1297695.67513742,19,"Panama"
3376597.516072,1295816.020928,20,"Panama"
3415416.95303911,1291640.90636089,21,"Panama"
3454236.39000622,1287465.79179378,22,"Panama"
3493055.82697333,1283290.67722667,23,"Panama"
3531875.26394044,1279115.56265955,24,"Panama"
3570694.70090756,1274940.44809244,25,"Panama"
3606329.09487716,1268397.96032284,26,"Panama"
3641963.48884676,1261855.47255324,27,"Panama"
3677597.88281636,1255312.98478364,28,"Panama"
3713232.27678596,1248770.49701404,29,"Panama"
3748866.67075556,1242228.00924444,30,"Panama"
3780983.46191911,1233525.72108089,31,"Panama"
3813100.25308267,1224823.43291733,32,"Panama"
3845217.04424622,1216121.14475378,33,"Panama"
3877333.83540978,1207418.85659022,34,"Panama"
3909450.62657333,1198716.56842667,35,"Panama"
23490161.08472,6874576.61528,0,"Peru"
23696608.061416,6882975.936584,1,"Peru"
23903055.038112,6891375.257888,2,"Peru"
24109502.014808,6899774.579192,3,"Peru"
24315948.991504,6908173.900496,4,"Peru"
24522395.9682,6916573.2218,5,"Peru"
24710801.561104,6906160.654896,6,"Peru"
24899207.154008,6895748.087992,7,"Peru"
25087612.746912,6885335.521088,8,"Peru"
25276018.339816,6874922.954184,9,"Peru"
25464423.93272,6864510.38728,10,"Peru"
25627324.9006613,6844103.05133866,11,"Peru"
25790225.8686027,6823695.71539733,12,"Peru"
25953126.836544,6803288.379456,13,"Peru"
26116027.8044853,6782881.04351466,14,"Peru"
26278928.7724267,6762473.70757333,15,"Peru"
26409840.1608013,6731497.44319866,16,"Peru"
26540751.549176,6700521.178824,17,"Peru"
26671662.9375507,6669544.91444933,18,"Peru"
26802574.3259253,6638568.65007466,19,"Peru"
26933485.7143,6607592.3857,20,"Peru"
27034847.9883573,6567824.62764267,21,"Peru"
27136210.2624147,6528056.86958533,22,"Peru"
27237572.536472,6488289.111528,23,"Peru"
27338934.8105293,6448521.35347066,24,"Peru"
27440297.0845867,6408753.59541333,25,"Peru"
27509826.0816093,6360764.86639066,26,"Peru"
27579355.078632,6312776.137368,27,"Peru"
27648884.0756547,6264787.40834533,28,"Peru"
27718413.0726773,6216798.67932266,29,"Peru"
27787942.0697,6168809.9503,30,"Peru"
27824410.774956,6113457.087044,31,"Peru"
27860879.480212,6058104.223788,32,"Peru"
27897348.185468,6002751.360532,33,"Peru"
27933816.890724,5947398.497276,34,"Peru"
27970285.59598,5892045.63402,35,"Peru"
4243972.295295,2741990.330705,0,"Paraguay"
4325400.208784,2763728.557416,1,"Paraguay"
4406828.122273,2785466.784127,2,"Paraguay"
4488256.035762,2807205.010838,3,"Paraguay"
4569683.949251,2828943.237549,4,"Paraguay"
4651111.86274,2850681.46426,5,"Paraguay"
4732521.3066868,2865946.5681132,6,"Paraguay"
4813930.7506336,2881211.6719664,7,"Paraguay"
4895340.1945804,2896476.7758196,8,"Paraguay"
4976749.6385272,2911741.8796728,9,"Paraguay"
5058159.082474,2927006.983526,10,"Paraguay"
5136766.07986489,2936723.92253511,11,"Paraguay"
5215373.07725578,2946440.86154422,12,"Paraguay"
5293980.07464667,2956157.80055333,13,"Paraguay"
5372587.07203756,2965874.73956244,14,"Paraguay"
5451194.06942844,2975591.67857156,15,"Paraguay"
5527095.00004955,2980320.08675044,16,"Paraguay"
5602995.93067067,2985048.49492933,17,"Paraguay"
5678896.86129178,2989776.90310822,18,"Paraguay"
5754797.79191289,2994505.31128711,19,"Paraguay"
5830698.722534,2999233.719466,20,"Paraguay"
5902905.72373991,2998955.91446009,21,"Paraguay"
5975112.72494582,2998678.10945418,22,"Paraguay"
6047319.72615173,2998400.30444827,23,"Paraguay"
6119526.72735765,2998122.49944236,24,"Paraguay"
6191733.72856356,2997844.69443644,25,"Paraguay"
6259008.33885607,2992507.62574393,26,"Paraguay"
6326282.94914858,2987170.55705142,27,"Paraguay"
6393557.55944109,2981833.48835891,28,"Paraguay"
6460832.1697336,2976496.4196664,29,"Paraguay"
6528106.78002611,2971159.35097389,30,"Paraguay"
6589737.29972662,2961034.13367338,31,"Paraguay"
6651367.81942713,2950908.91637287,32,"Paraguay"
6712998.33912764,2940783.69907236,33,"Paraguay"
6774628.85882816,2930658.48177184,34,"Paraguay"
6836259.37852867,2920533.26447133,35,"Paraguay"
4393785.873469,1910067.603531,0,"El Salvador"
4446966.1735692,1872743.2858308,1,"El Salvador"
4500146.4736694,1835418.9681306,2,"El Salvador"
4553326.7737696,1798094.6504304,3,"El Salvador"
4606507.0738698,1760770.3327302,4,"El Salvador"
4659687.37397,1723446.01503,5,"El Salvador"
4711438.80104698,1677489.88695302,6,"El Salvador"
4763190.22812396,1631533.75887604,7,"El Salvador"
4814941.65520093,1585577.63079907,8,"El Salvador"
4866693.08227791,1539621.50272209,9,"El Salvador"
4918444.50935489,1493665.37464511,10,"El Salvador"
4963309.13377618,1445497.43262382,11,"El Salvador"
5008173.75819747,1397329.49060253,12,"El Salvador"
5053038.38261876,1349161.54858124,13,"El Salvador"
5097903.00704004,1300993.60655996,14,"El Salvador"
5142767.63146133,1252825.66453867,15,"El Salvador"
5182994.45026003,1204073.02793997,16,"El Salvador"
5223221.26905873,1155320.39134127,17,"El Salvador"
5263448.08785743,1106567.75474257,18,"El Salvador"
5303674.90665613,1057815.11814387,19,"El Salvador"
5343901.72545483,1009062.48154517,20,"El Salvador"
5380029.12732564,960460.877274356,21,"El Salvador"
5416156.52919646,911859.273003545,22,"El Salvador"
5452283.93106727,863257.668732734,23,"El Salvador"
5488411.33293808,814656.064461923,24,"El Salvador"
5524538.73480889,766054.460191112,25,"El Salvador"
5554582.81162711,717899.806772889,26,"El Salvador"
5584626.88844533,669745.153354667,27,"El Salvador"
5614670.96526355,621590.499936445,28,"El Salvador"
5644715.04208178,573435.846518223,29,"El Salvador"
5674759.1189,525281.193100001,30,"El Salvador"
5697941.93330213,478192.491497867,31,"El Salvador"
5721124.74770427,431103.789895734,32,"El Salvador"
5744307.5621064,384015.088293601,33,"El Salvador"
5767490.37650853,336926.386691467,34,"El Salvador"
5790673.19091067,289837.685089334,35,"El Salvador"
362385.0737964,186184.5202036,0,"Suriname"
365400.98331312,187837.91048688,1,"Suriname"
368416.89282984,189491.30077016,2,"Suriname"
371432.80234656,191144.69105344,3,"Suriname"
374448.71186328,192798.08133672,4,"Suriname"
377464.62138,194451.47162,5,"Suriname"
381982.552308431,194243.104291569,6,"Suriname"
386500.483236862,194034.736963138,7,"Suriname"
391018.414165294,193826.369634706,8,"Suriname"
395536.345093725,193618.002306275,9,"Suriname"
400054.276022156,193409.634977844,10,"Suriname"
404369.670536581,192932.909863419,11,"Suriname"
408685.065051006,192456.184748994,12,"Suriname"
413000.459565432,191979.459634568,13,"Suriname"
417315.854079857,191502.734520143,14,"Suriname"
421631.248594282,191026.009405718,15,"Suriname"
425635.168331467,190263.111668533,16,"Suriname"
429639.088068651,189500.213931349,17,"Suriname"
433643.007805836,188737.316194164,18,"Suriname"
437646.92754302,187974.418456979,19,"Suriname"
441650.847280205,187211.520719795,20,"Suriname"
445270.151772718,186168.785827282,21,"Suriname"
448889.456265231,185126.050934769,22,"Suriname"
452508.760757744,184083.316042256,23,"Suriname"
456128.065250256,183040.581149744,24,"Suriname"
459747.369742769,181997.846257231,25,"Suriname"
463023.659822527,180729.098177473,26,"Suriname"
466299.949902286,179460.350097715,27,"Suriname"
469576.239982044,178191.602017956,28,"Suriname"
472852.530061802,176922.853938198,29,"Suriname"
476128.82014156,175654.10585844,30,"Suriname"
479099.996695925,174204.671304075,31,"Suriname"
482071.17325029,172755.23674971,32,"Suriname"
485042.349804655,171305.802195345,33,"Suriname"
488013.52635902,169856.36764098,34,"Suriname"
490984.702913385,168406.933086615,35,"Suriname"
725517.756538,635168.208462,0,"Trinidad and Tobago"
725795.3349824,637057.4554176,1,"Trinidad and Tobago"
726072.9134268,638946.7023732,2,"Trinidad and Tobago"
726350.4918712,640835.9493288,3,"Trinidad and Tobago"
726628.0703156,642725.1962844,4,"Trinidad and Tobago"
726905.64876,644614.44324,5,"Trinidad and Tobago"
730708.818518334,640692.482681666,6,"Trinidad and Tobago"
734511.988276668,636770.522123332,7,"Trinidad and Tobago"
738315.158035003,632848.561564997,8,"Trinidad and Tobago"
742118.327793337,628926.601006663,9,"Trinidad and Tobago"
745921.497551671,625004.640448329,10,"Trinidad and Tobago"
748609.631614254,620206.164185746,11,"Trinidad and Tobago"
751297.765676837,615407.687923163,12,"Trinidad and Tobago"
753985.89973942,610609.21166058,13,"Trinidad and Tobago"
756674.033802003,605810.735397997,14,"Trinidad and Tobago"
759362.167864586,601012.259135414,15,"Trinidad and Tobago"
761243.839954947,595715.078245053,16,"Trinidad and Tobago"
763125.512045308,590417.897354692,17,"Trinidad and Tobago"
765007.184135669,585120.716464331,18,"Trinidad and Tobago"
766888.85622603,579823.53557397,19,"Trinidad and Tobago"
768770.528316391,574526.354683609,20,"Trinidad and Tobago"
769709.127447171,568728.266152829,21,"Trinidad and Tobago"
770647.726577951,562930.177622049,22,"Trinidad and Tobago"
771586.325708731,557132.089091269,23,"Trinidad and Tobago"
772524.924839511,551334.000560489,24,"Trinidad and Tobago"
773463.523970291,545535.912029709,25,"Trinidad and Tobago"
773307.760239668,539237.985360332,26,"Trinidad and Tobago"
773151.996509046,532940.058690954,27,"Trinidad and Tobago"
772996.232778424,526642.132021576,28,"Trinidad and Tobago"
772840.469047802,520344.205352198,29,"Trinidad and Tobago"
772684.70531718,514046.27868282,30,"Trinidad and Tobago"
771374.444809595,507320.529990405,31,"Trinidad and Tobago"
770064.18430201,500594.78129799,32,"Trinidad and Tobago"
768753.923794426,493869.032605574,33,"Trinidad and Tobago"
767443.663286841,487143.283913159,34,"Trinidad and Tobago"
766133.402779256,480417.535220743,35,"Trinidad and Tobago"
3233446.4420465,168390.9509535,0,"Uruguay"
3244552.7922292,162120.9123708,1,"Uruguay"
3255659.1424119,155850.8737881,2,"Uruguay"
3266765.4925946,149580.8352054,3,"Uruguay"
3277871.8427773,143310.7966227,4,"Uruguay"
3288978.19296,137040.75804,5,"Uruguay"
3297568.75897703,131859.507222967,6,"Uruguay"
3306159.32499407,126678.256405934,7,"Uruguay"
3314749.8910111,121497.0055889,8,"Uruguay"
3323340.45702813,116315.754771867,9,"Uruguay"
3331931.02304517,111134.503954834,10,"Uruguay"
3338469.43060444,105847.612195556,11,"Uruguay"
3345007.83816372,100560.720436278,12,"Uruguay"
3351546.245723,95273.8286770003,13,"Uruguay"
3358084.65328228,89986.9369177226,14,"Uruguay"
3364623.06084156,84700.0451584448,15,"Uruguay"
3368293.02961554,79344.3813844559,16,"Uruguay"
3371962.99838953,73988.7176104671,17,"Uruguay"
3375632.96716352,68633.0538364782,18,"Uruguay"
3379302.93593751,63277.3900624894,19,"Uruguay"
3382972.9047115,57921.7262885005,20,"Uruguay"
3383789.74407907,52566.1023209339,21,"Uruguay"
3384606.58344663,47210.4783533672,22,"Uruguay"
3385423.4228142,41854.8543858006,23,"Uruguay"
3386240.26218177,36499.2304182339,24,"Uruguay"
3387057.10154933,31143.6064506673,25,"Uruguay"
3385142.94653836,25854.3806616452,26,"Uruguay"
3383228.79152738,20565.154872623,27,"Uruguay"
3381314.6365164,15275.9290836009,28,"Uruguay"
3379400.48150542,9986.70329457879,29,"Uruguay"
3377486.32649444,4697.47750555667,30,"Uruguay"
3361812.59917355,10422.8662264453,31,"Uruguay"
3346138.87185267,16148.254947334,32,"Uruguay"
3330465.14453178,21873.6436682227,33,"Uruguay"
3314791.41721089,27599.0323891114,34,"Uruguay"
3299117.68989,33324.42111,35,"Uruguay"
27471024.983805,3692928.486195,0,"Venezuela"
27820603.129604,3751222.308396,1,"Venezuela"
28170181.275403,3809516.130597,2,"Venezuela"
28519759.421202,3867809.952798,3,"Venezuela"
28869337.567001,3926103.774999,4,"Venezuela"
29218915.7128,3984397.5972,5,"Venezuela"
29653337.5317937,3931124.95020631,6,"Venezuela"
30087759.3507874,3877852.30321262,7,"Venezuela"
30522181.1697811,3824579.65621894,8,"Venezuela"
30956602.9887748,3771307.00922525,9,"Venezuela"
31391024.8077684,3718034.36223156,10,"Venezuela"
31808828.826185,3651246.82781498,11,"Venezuela"
32226632.8446016,3584459.2933984,12,"Venezuela"
32644436.8630182,3517671.75898183,13,"Venezuela"
33062240.8814348,3450884.22456525,14,"Venezuela"
33480044.8998513,3384096.69014867,15,"Venezuela"
33868305.2371669,3304087.36883313,16,"Venezuela"
34256565.5744824,3224078.04751759,17,"Venezuela"
34644825.911798,3144068.72620205,18,"Venezuela"
35033086.2491135,3064059.4048865,19,"Venezuela"
35421346.586429,2984050.08357096,20,"Venezuela"
35777479.2143729,2892575.37362713,21,"Venezuela"
36133611.8423167,2801100.6636833,22,"Venezuela"
36489744.4702605,2709625.95373946,23,"Venezuela"
36845877.0982044,2618151.24379563,24,"Venezuela"
37202009.7261482,2526676.53385179,25,"Venezuela"
37524351.5231651,2425589.90083494,26,"Venezuela"
37846693.3201819,2324503.26781808,27,"Venezuela"
38169035.1171988,2223416.63480123,28,"Venezuela"
38491376.9142156,2122330.00178437,29,"Venezuela"
38813718.7112325,2021243.36876752,30,"Venezuela"
39098431.8435531,1912307.34444689,31,"Venezuela"
39383144.9758737,1803371.32012625,32,"Venezuela"
39667858.1081944,1694435.29580562,33,"Venezuela"
39952571.240515,1585499.27148499,34,"Venezuela"
40237284.3728357,1476563.24716436,35,"Venezuela"
