"time_period","pij_lndu_forests_primary_to_croplands","pij_lndu_forests_primary_to_forests_mangroves","pij_lndu_forests_primary_to_forests_primary","pij_lndu_forests_primary_to_forests_secondary","pij_lndu_forests_primary_to_grasslands","pij_lndu_forests_primary_to_other","pij_lndu_forests_primary_to_settlements","pij_lndu_forests_primary_to_wetlands","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","TransformationName","Nation"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","venezuela"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","venezuela"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","venezuela"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","venezuela"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","venezuela"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","venezuela"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","venezuela"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","venezuela"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","venezuela"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","venezuela"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","venezuela"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","venezuela"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","venezuela"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","venezuela"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","venezuela"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","venezuela"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","venezuela"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","venezuela"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","venezuela"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","venezuela"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","venezuela"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","venezuela"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","venezuela"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","venezuela"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","venezuela"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","venezuela"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","venezuela"
