"time_period","pij_lndu_forests_primary_to_croplands","pij_lndu_forests_primary_to_forests_mangroves","pij_lndu_forests_primary_to_forests_primary","pij_lndu_forests_primary_to_forests_secondary","pij_lndu_forests_primary_to_grasslands","pij_lndu_forests_primary_to_other","pij_lndu_forests_primary_to_settlements","pij_lndu_forests_primary_to_wetlands","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","TransformationName","Nation"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","belize"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","belize"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","belize"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","belize"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","belize"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","belize"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","belize"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","belize"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","belize"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","belize"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","belize"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","belize"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","belize"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","belize"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","belize"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","belize"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","belize"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","belize"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","belize"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","belize"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","belize"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","bolivia"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","bolivia"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","bolivia"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","bolivia"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","bolivia"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","bolivia"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","bolivia"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","bolivia"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","bolivia"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","bolivia"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","bolivia"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","bolivia"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","bolivia"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","bolivia"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","bolivia"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","bolivia"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","bolivia"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","bolivia"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","bolivia"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","bolivia"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","bolivia"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","bolivia"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","bolivia"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","bolivia"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","bolivia"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","bolivia"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","bolivia"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","brazil"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","brazil"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","brazil"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","brazil"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","brazil"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","brazil"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","brazil"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","brazil"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","brazil"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","brazil"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","brazil"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","brazil"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","brazil"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","brazil"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","brazil"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","brazil"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","brazil"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","brazil"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","brazil"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","brazil"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","brazil"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","brazil"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","brazil"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","brazil"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","brazil"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","brazil"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","brazil"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","chile"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","chile"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","chile"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","chile"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","chile"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","chile"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","chile"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","chile"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","chile"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","chile"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","chile"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","chile"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","chile"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","chile"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","chile"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","chile"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","chile"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","chile"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","chile"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","chile"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","chile"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","chile"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","chile"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","chile"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","chile"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","chile"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","chile"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
